bgyear,bgcitizen,bgmajor,bgmultimajor,bggender,gender,age,bgethnicity,race,bgmap2,pk1,pkpic2a,pk2,pkpic4a,pk3,pkhousemajority,pk4,pksenatemajority,pk5,pkoverride,pk6,pkpic5a,pk7,pknotnato,pk8,Q111,pk9,Q109,pk10,bgpk,gen,gen1,Q83,gen2,Q84,psc,Q85,psmm,Q86,undrgd,Q87,faculty,Q88,family,Q89,genpop,Q90,reps,Q91,dems,perception,p2,Q92_1,Q93_1,Q94_1,Q95_1,Q96_1,Q97_1,Q98_1,Q99_1,Q100_1,Q101_1,eff,ineff,exeff,eligible,midterm,vote,,volunteer,,sns,,button,,letter,,march,,money,,rally,,meeting,,part,prospect,Q114,,Q115_1,Q116,,Q117_1,Q118,,Q119_1,Q120,,Q121_1,Q122,trade,Q123_1,retro,real,aggpk,conf
Junior,Yes,Engineering,,Male,1,20,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,10,Far above average,1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.857142857,0.888888889,4,7,3,4,3,8,4,3,6,7,4.9,4.2,5,Yes,Yes,Yes,1,No,0,No,0,No,0,No,0,Yes,1,No,0,No,0,No,0,0.222222222,5,Europe/Canada,0,3,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,10,lower than 5.0%,1,4,Canada,0,6,4,3,22,6.6
Junior,Yes,Political Science,,Male,1,21,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and two thirds of the Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,9,Far above average,1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.928571429,0.944444444,9,9,3,9,9,9,7,3,7,7,7.2,7.8,6,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,Yes,1,0.555555556,4,Europe/Canada,0,8,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,7,lower than 5.0%,1,9,China,1,10,4,4,21,8.8
Junior,Yes,Political Science,,Male,1,19,Asian,0,Had the highest sales tax rates,0,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and three quarters of the Senate,0,Denmark,0,France,0,Brett Kavanaugh,1,PR systems tend to have a greater number of districts than SMD systems.,0,5,Far above average,1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.928571429,0.944444444,8,7,8,8,8,8,8,8,8,8,7.9,7.8,8,Yes,No,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,Yes,1,Yes,1,0.666666667,4,Europe/Canada,0,6,Jeremy Corbyn,0,1,each voter has a chance to rank the candidates in order of preference,1,6,5.0-6.5%,0,9,China,1,10,4,2,14,6.4
Senior,Yes,Political Science,,Female,0,22,"Hispanic or Latino,Caucasian/White",0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Poland,0,Brett Kavanaugh,1,I do not know.,0,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,0.75,0.722222222,10,10,8,7,7,10,8,5,8,10,8.3,8.4,7.75,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0.888888889,4,South/East Asia,0,5,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,6,5.0-6.5%,0,5,China,1,5,3,3,19,6.2
Senior,Yes,I have more than one major,"Political Science,Humanities (e.g., English, History, Philosophy),Other",Female,0,21,African American/Black,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.75,0.75,10,10,1,7,8,7,6,7,7,7,7,7.2,6.75,Yes,Yes,Yes,1,No,0,No,0,No,0,No,0,Yes,1,No,0,Yes,1,No,0,0.333333333,4,Mexico,1,7,Theresa May,1,8,each voter has a chance to rank the candidates in order of preference,1,7,lower than 5.0%,1,7,China,1,7,4,5,22,7.2
Senior,Yes,"Humanities (e.g., English, History, Philosophy)",,Female,0,21,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Denmark,0,Poland,0,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,8,Far above average,1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.714285714,0.722222222,8,8,9,9,9,7,6,7,7,7,7.7,8.6,6.75,Yes,Yes,Yes,1,No,0,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,0.222222222,4,Other Latin America,0,5,Theresa May,1,5,each voter has a chance to rank the candidates in order of preference,1,5,5.0-6.5%,0,4,China,1,5,2,3,19,4.8
Senior,Yes,Business,,Male,1,21,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,9,Far above average,1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,1,1,9,9,1,5,9,8,3,5,7,7,6.3,6.6,5.5,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0.888888889,5,Mexico,1,6,Theresa May,1,8,each voter has a chance to rank the candidates in order of preference,1,10,5.0-6.5%,0,5,China,1,7,4,4,22,7.2
Junior,Yes,Political Science,,Male,1,20,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,PR systems tend to have a greater number of districts than SMD systems.,0,9,Far above average,1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.892857143,0.916666667,8,8,3,10,10,10,4,5,5,4,6.7,7.8,4.5,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0.888888889,5,Other Latin America,0,8,Theresa May,1,10,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,1,lower than 5.0%,1,10,Canada,0,10,4,2,20,7.8
Junior,Yes,Political Science,,Female,0,20,Hispanic or Latino,0,Passed gun control ballot measures,0,Barbara Boxer,0,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and three quarters of the Senate,0,Argentina,0,Poland,0,Brett Kavanaugh,1,"PR districts elect their district representatives directly, whereas SMD districts elect their representatives indirectly.",0,4,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,0.785714286,0.75,5,5,5,5,5,5,5,5,5,5,5,5,5,Yes,Yes,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0.111111111,1,Mexico,1,5,Gordon Brown,0,5,each voter has a chance to rank the candidates in order of preference,1,5,6.6-8.0%,0,5,China,1,5,1,3,12,5
Junior,Yes,Political Science,,Female,0,20,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,France,0,Brett Kavanaugh,1,I do not know.,0,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,0.75,0.777777778,8,8,3,10,7,5,4,6,9,8,6.8,7.2,6.75,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,3,Mexico,1,7,Theresa May,1,5,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,3,lower than 5.0%,1,8,China,1,10,3,4,18,6.6
Senior,Yes,"Social Sciences (e.g., Psychology, Sociology, Anthropology)",,Male,1,21,"Asian,Caucasian/White",0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and Senate,0,Argentina,0,Russia,1,Brett Kavanaugh,1,"PR districts elect their district representatives directly, whereas SMD districts elect their representatives indirectly.",0,7,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,0.75,0.777777778,10,9,3,0,8,4,6,6,8,9,6.3,6,7.25,Yes,Yes,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,0.333333333,3,Mexico,1,9,Gordon Brown,0,3,each voter has a chance to rank the candidates in order of preference,1,9,5.0-6.5%,0,5,China,1,5,3,3,16,6.2
Junior,Yes,Political Science,,Male,1,21,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Far above average,1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,1,1,10,10,4,9,10,10,10,10,10,10,9.3,8.6,10,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,5,Europe/Canada,0,5,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,7,lower than 5.0%,1,10,Canada,0,7,4,3,20,7.8
Junior,Yes,I have more than one major,"Political Science,Business",Female,0,20,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Democratic Party,0,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.785714286,0.777777778,10,10,5,6,10,10,6,7,7,9,8,8.2,7.25,Yes,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0.777777778,4,Mexico,1,6,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,10,lower than 5.0%,1,8,China,1,7,4,5,23,8.2
Senior,Yes,Political Science,,Female,0,21,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Democratic Party,0,Three quarters of the House and two thirds of the Senate,0,Germany,1,Poland,0,Brett Kavanaugh,1,I do not know.,0,6,Somewhat below average,0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.607142857,0.583333333,5,5,8,8,6,9,5,6,7,10,6.9,6.4,7,Yes,Yes,Yes,1,No,0,No,0,No,0,Yes,1,No,0,No,0,No,0,Yes,1,0.333333333,3,South/East Asia,0,3,Jeremy Corbyn,0,3,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,3,5.0-6.5%,0,2,Canada,0,7,3,0,10,3.6
Junior,Yes,I have more than one major,"Political Science,Social Sciences (e.g., Psychology, Sociology, Anthropology)",Female,0,20,"Asian,Caucasian/White",0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.714285714,0.722222222,6,6,5,5,6,8,5,7,7,5,6,5.6,6,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,Yes,1,0.555555556,3,Europe/Canada,0,5,Theresa May,1,10,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,7,lower than 5.0%,1,6,China,1,3,3,3,20,6.2
Junior,Yes,Other,,Female,0,20,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Canada,0,Brett Kavanaugh,1,I do not know.,0,8,Somewhat above average,0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.607142857,0.638888889,5,6,4,6,7,5,2,3,2,3,4.3,5.6,2.5,Yes,No,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,0.222222222,2,Mexico,1,3,Tony Blair,0,2,each voter votes for parties instead of for individual candidates,0,3,6.6-8.0%,0,3,China,1,2,2,2,14,2.6
Senior,Yes,Political Science,,Female,0,21,Asian,0,Trump won in the election,1,Kirsten Gillibrand,0,Speaker of the House,1,Republican Party,1,Democratic Party,0,Two thirds of the House and Senate,1,Argentina,0,Russia,1,Brett Kavanaugh,1,"PR districts elect their district representatives directly, whereas SMD districts elect their representatives indirectly.",0,6,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.75,0.75,7,9,1,10,7,7,6,10,10,10,7.7,6.8,9,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,0.777777778,3,Mexico,1,5,Theresa May,1,10,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,10,lower than 5.0%,1,8,China,1,10,3,4,15,8.6
