,psraid,sample,int_date,lang,state,cregion,density,usr,pew1,pk1,pew2,pk2,pew3,pk3,pew4,pk4,pew5,pk5,pew6,pk6,pew8,pk8,pew9,pk9,pew10,pk10,pew11,pk11,pkscore,ql1,ql1a,qc1,hh1,employ,marital,par,sex,age,recage,educ2,receduc,hisp,race,racethn,inc,reg,party,partyln,weight
47,100307,Landline,62317,English,North Carolina,South,2,Rural,Scott Pruitt,0,Malcolm Turnbull,0,a Senator,0,Sean Spicer,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,17%,0,5,"Yes, have cell phone",NA,NA,2,Not employed,Divorced,No,Female,67,65+,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,Native American/American Indian,Other~Hisp,"$30,000 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,2.571428571
48,100310,Landline,62417,English,Colorado,West,3,Urban,John Kerry,0,Justin Trudeau,0,the head of the EPA,0,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,Germany,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,4%,1,4,"No, do not",No,NA,2,Not employed,Married,Yes,Female,44,35-44,"Some college, no degree (includes some community college)",Some coll/Assoc degree,Yes,White,Hispanic,"$10,000 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,7.476190476
49,100313,Landline,62217,English,Utah,West,4,Suburban,Rex Tillerson,1,Emmanuel Macron,1,[VOL. DO NOT READ] Don't know,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,9,"Yes, have cell phone",NA,NA,2,Employed full-time,Married,Yes,Male,49,45-54,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,2.666666667
50,100316,Landline,62317,English,New Mexico,West,Lowest,Rural,Mitt Romney,0,Justin Trudeau,0,the Solicitor General,0,James Comey,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Contaminated water,0,Paul Ryan,1,12%,0,4,"No, do not",No,NA,1,Not employed,Never been married,No,Female,50,45-54,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,Yes,White,Hispanic,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,1.619047619
51,100333,Landline,62217,English,South Dakota,Midwest,Lowest,Urban,Scott Pruitt,0,Justin Trudeau,0,a Supreme Court justice,1,James Comey,0,Lead,1,The Freedom Caucus,1,Greece,0,Mosquitoes,1,Paul Ryan,1,7%,0,5,"Yes, have cell phone",NA,NA,1,Employed full-time,Never been married,No,Female,42,35-44,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"Less than $10,000","Are you PROBABLY registered, but there is a chance your registration has lapsed",Independent,Republican,3.333333333
52,100362,Landline,62417,English,Pennsylvania,Northeast,4,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,9,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Female,74,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,1.047619048
53,100367,Landline,62217,English,New Hampshire,Northeast,3,Suburban,Rex Tillerson,1,Theresa May,0,a Supreme Court justice,1,James Comey,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,12%,0,7,"Yes, have cell phone",NA,NA,2,Employed part-time,Married,No,Female,58,55-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,3.238095238
54,100368,Landline,62217,English,Missouri,Midwest,Lowest,Rural,John Kerry,0,Malcolm Turnbull,0,the Solicitor General,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,Germany,0,Mosquitoes,1,Paul Ryan,1,12%,0,5,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Male,71,65+,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),HS Grad or less,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,2.666666667
55,100369,Landline,62217,English,Texas,South,3,Suburban,Rex Tillerson,1,Malcolm Turnbull,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Contaminated water,0,Paul Ryan,1,4%,1,8,"Yes, have cell phone",NA,NA,3,Not employed,Divorced,No,Male,60,55-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,2.285714286
56,100373,Landline,62217,English,Kentucky,South,Lowest,Rural,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,James Comey,0,Lead,1,The Tuesday Group,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,8,"Yes, have cell phone",NA,NA,1,Not employed,Never been married,No,Male,18,18-24,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,2.380952381
57,100374,Landline,62217,English,Texas,South,Lowest,Rural,Scott Pruitt,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,James Comey,0,Mold,0,The Freedom Caucus,1,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,Paul Ryan,1,12%,0,3,"Yes, have cell phone",NA,NA,2,Employed full-time,Married,No,Female,79,65+,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,4.523809524
58,100376,Landline,62217,English,Pennsylvania,Northeast,Lowest,Rural,Rex Tillerson,1,Theresa May,0,a Supreme Court justice,1,James Comey,0,Lead,1,The Lincoln Group,0,Greece,0,Mosquitoes,1,Paul Ryan,1,7%,0,5,"Yes, have cell phone",NA,NA,3,Employed part-time,Married,No,Female,53,45-54,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,Yes,White,Hispanic,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,5
59,100383,Landline,62417,English,Colorado,West,Lowest,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mold,0,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,3,"Yes, have cell phone",NA,NA,1,Not employed,Divorced,No,Male,52,45-54,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"Less than $10,000",Are you NOT registered to vote at your current address,Independent,Other/Don't know/Refused (VOL.),1.523809524
60,100396,Landline,62217,English,Iowa,Midwest,2,Urban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,a Supreme Court justice,1,James Comey,0,Lead,1,[VOL. DO NOT READ] Refused,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,Nancy Pelosi,0,[VOL. DO NOT READ] Don't know,0,3,"No, do not",No,NA,1,Not employed,Divorced,No,Male,70,65+,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,Mixed race,Other~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Other/Don't know/Refused (VOL.),4.095238095
61,100397,Landline,62517,English,Texas,South,Highest,Urban,Rex Tillerson,1,Theresa May,0,a Senator,0,James Comey,0,Arsenic,0,The Freedom Caucus,1,Germany,0,Mosquitoes,1,Nancy Pelosi,0,17%,0,3,"No, do not",No,NA,1,Not employed,Never been married,No,Male,83,65+,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$10,000 to under $20,000","Are you PROBABLY registered, but there is a chance your registration has lapsed",Independent,Democratic,2.142857143
62,100398,Landline,62217,English,Texas,South,Highest,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,"Yes, have cell phone",NA,NA,2,Employed full-time,Married,No,Female,77,65+,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),HS Grad or less,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,5.238095238
63,100406,Landline,62217,English,Indiana,Midwest,Highest,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Arsenic,0,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,17%,0,8,"Yes, have cell phone",NA,NA,3,Not employed,Never been married,No,Female,24,18-24,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,7
64,100407,Landline,62517,English,Montana,West,Lowest,Urban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,Paul Ryan,1,17%,0,3,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Male,50,45-54,Don't know/Refused,DK/Ref,No,Don't know/Refused (VOL.),DK/Ref,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Don't know/Refused (VOL.),Republican,2.80952381
65,100410,Landline,62217,English,Pennsylvania,Northeast,Lowest,Rural,Rex Tillerson,1,Justin Trudeau,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Lincoln Group,0,Germany,0,Mosquitoes,1,Paul Ryan,1,4%,1,7,"Yes, have cell phone",NA,NA,3,Employed full-time,Married,No,Male,54,45-54,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,5.952380952
66,100412,Landline,62417,Spanish,Texas,South,3,Suburban,John Kerry,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,James Comey,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,12%,0,1,"Yes, have cell phone",NA,NA,4,Employed full-time,Living with a partner,Yes,Male,55,55-64,Less than high school (Grades 1-8 or no formal schooling),HS Grad or less,Yes,White,Hispanic,"$20,000 to under $30,000",Are you NOT registered to vote at your current address,Independent,Democratic,3.857142857
67,100415,Landline,62217,English,Ohio,Midwest,2,Rural,Rex Tillerson,1,Justin Trudeau,0,a Supreme Court justice,1,Sean Spicer,0,Arsenic,0,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,7,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Male,65,65+,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,3.095238095
68,100416,Landline,62217,English,Virginia,South,Lowest,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,0,"No, do not",No,NA,4,Not employed,Married,Yes,Female,42,35-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,Don't know/Refused (VOL.),Are you NOT registered to vote at your current address,No preference (VOL.),Other/Don't know/Refused (VOL.),6.428571429
69,100420,Landline,62217,English,North Carolina,South,2,Suburban,Mitt Romney,0,Justin Trudeau,0,[VOL. DO NOT READ] Don't know,0,James Comey,0,Asbestos,0,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Nancy Pelosi,0,7%,0,2,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Female,53,45-54,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$30,000 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,4.047619048
70,100426,Landline,62217,English,Minnesota,Midwest,Highest,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,4%,1,9,"Yes, have cell phone",NA,NA,1,Not employed,Widowed,No,Female,72,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,1
71,100427,Landline,62217,English,Alabama,South,2,Suburban,Scott Pruitt,0,Malcolm Turnbull,0,the Solicitor General,0,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Refused,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,5,"Yes, have cell phone",NA,NA,2,Employed full-time,Married,Yes,Male,50,45-54,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$50,000 to under $75,000","Are you PROBABLY registered, but there is a chance your registration has lapsed",Independent,Republican,3.19047619
72,100431,Landline,62217,English,Arizona,West,3,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,"Yes, have cell phone",NA,NA,3,Not employed,Married,No,Female,70,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,2.428571429
73,100437,Landline,62417,English,Indiana,Midwest,Highest,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Senator,0,Robert Mueller,1,Lead,1,The Blue Dogs,0,Germany,0,Contaminated water,0,Mitch McConnell,0,17%,0,4,"No, do not",No,NA,1,Not employed,Never been married,No,Female,66,65+,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),HS Grad or less,No,Black or African-American,AA~Hisp,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,2.428571429
74,100439,Landline,62217,English,Florida,South,2,Urban,John Kerry,0,Justin Trudeau,0,a Senator,0,James Comey,0,Asbestos,0,The Freedom Caucus,1,The United Kingdom,1,Contaminated water,0,Paul Ryan,1,12%,0,3,"Yes, have cell phone",NA,NA,2,Not employed,Never been married,No,Male,18,18-24,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$30,000 to under $40,000","Are you PROBABLY registered, but there is a chance your registration has lapsed",Democrat,NA,4.571428571
75,100457,Landline,62217,English,California,West,Lowest,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Nancy Pelosi,0,4%,1,8,"Yes, have cell phone",NA,NA,3,Not employed,Married,No,Female,Refused (VOL.),DK/Ref,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,2.619047619
76,100462,Landline,62217,English,California,West,3,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Female,68,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,1.476190476
77,100463,Landline,62417,English,Washington,West,3,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,[VOL. DO NOT READ] Don't know,0,8,"Yes, have cell phone",NA,NA,2,Not employed,Married,No,Female,77,65+,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,No preference (VOL.),Other/Don't know/Refused (VOL.),2.714285714
78,100477,Landline,62217,English,Tennessee,South,2,Suburban,Rex Tillerson,1,Malcolm Turnbull,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Lincoln Group,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,12%,0,7,"Yes, have cell phone",NA,NA,1,Not employed,Never been married,No,Male,67,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$10,000 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,1
79,100483,Landline,62417,English,Maryland,South,4,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Lincoln Group,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,Paul Ryan,1,4%,1,8,"Yes, have cell phone",NA,NA,2,Not employed,Widowed,No,Female,80,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,Black or African-American,AA~Hisp,"$40,000 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,1.571428571
80,100484,Landline,62217,English,Connecticut,Northeast,4,Suburban,Mitt Romney,0,Justin Trudeau,0,the head of the EPA,0,James Comey,0,Lead,1,The Tuesday Group,0,Greece,0,Mosquitoes,1,Nancy Pelosi,0,12%,0,2,"No, do not",No,NA,4,Not employed,Divorced,No,Female,65,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,Asian or Pacific Islander,Other~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Other/Don't know/Refused (VOL.),7.761904762
